datetime,open,high,low,close,volume
2025-11-03 00:29:00,52322.3,52338.8,52305.8,52338.8,80
2025-11-03 00:30:00,52338.3,52349.1,52321.4,52323.7,93
2025-11-03 00:31:00,52321.2,52327.3,52304.9,52309.9,48
2025-11-03 00:32:00,52312.4,52336.3,52310.0,52331.4,58
2025-11-03 00:33:00,52328.9,52340.7,52319.4,52320.4,54
2025-11-03 00:34:00,52322.9,52324.3,52284.9,52284.9,49
2025-11-03 00:35:00,52285.0,52299.1,52285.0,52296.3,39
2025-11-03 00:36:00,52293.8,52293.9,52278.8,52282.9,48
2025-11-03 00:37:00,52280.4,52286.6,52278.5,52278.5,35
2025-11-03 00:38:00,52276.0,52277.5,52265.5,52273.8,44
2025-11-03 00:39:00,52276.3,52306.4,52276.3,52306.4,65
2025-11-03 00:40:00,52303.9,52304.8,52283.6,52286.9,37
2025-11-03 00:41:00,52289.4,52289.4,52280.1,52281.5,39
2025-11-03 00:42:00,52279.0,52289.1,52276.2,52284.1,30
2025-11-03 00:43:00,52286.6,52289.3,52276.7,52281.7,28
2025-11-03 00:44:00,52281.8,52281.8,52276.6,52276.6,9
2025-11-03 00:45:00,52279.1,52294.3,52276.6,52291.6,47
2025-11-03 00:46:00,52289.1,52294.0,52277.6,52278.7,44
2025-11-03 00:47:00,52276.2,52276.2,52261.1,52261.1,33
2025-11-03 00:48:00,52263.6,52264.3,52253.1,52264.3,47
2025-11-03 00:49:00,52261.8,52261.8,52247.8,52247.8,14
2025-11-03 00:50:00,52246.7,52246.7,52225.2,52236.1,65
2025-11-03 00:51:00,52238.6,52247.1,52227.8,52245.9,45
2025-11-03 00:52:00,52245.3,52259.1,52238.8,52258.9,39
2025-11-03 00:53:00,52259.0,52261.4,52246.4,52253.3,47
2025-11-03 00:54:00,52250.8,52280.4,52248.3,52264.8,54
2025-11-03 00:55:00,52262.3,52270.9,52253.8,52253.8,49
2025-11-03 00:56:00,52251.3,52262.4,52246.9,52259.9,35
2025-11-03 00:57:00,52262.4,52267.4,52253.2,52254.6,25
2025-11-03 00:58:00,52252.1,52266.7,52248.7,52266.7,49
2025-11-03 00:59:00,52264.2,52286.6,52264.2,52286.1,45
2025-11-03 01:00:00,52286.3,52288.8,52269.0,52270.1,75
2025-11-03 01:01:00,52272.6,52283.2,52263.2,52263.2,52
2025-11-03 01:02:00,52265.7,52280.4,52260.0,52275.1,69
2025-11-03 01:03:00,52272.6,52281.0,52270.1,52275.4,35
2025-11-03 01:04:00,52272.9,52272.9,52260.9,52260.9,29
2025-11-03 01:05:00,52263.4,52263.4,52247.7,52252.5,55
2025-11-03 01:06:00,52257.5,52257.5,52238.6,52240.0,43
2025-11-03 01:07:00,52236.8,52242.9,52215.0,52223.0,65
2025-11-03 01:08:00,52223.5,52246.3,52223.5,52229.1,56
2025-11-03 01:09:00,52226.6,52231.1,52220.3,52226.0,40
2025-11-03 01:10:00,52223.5,52239.2,52223.5,52234.2,34
2025-11-03 01:11:00,52236.7,52244.2,52231.7,52234.2,45
2025-11-03 01:12:00,52231.7,52239.3,52226.8,52226.8,32
2025-11-03 01:13:00,52229.3,52231.8,52226.7,52226.7,11
2025-11-03 01:14:00,52224.2,52231.4,52224.1,52231.4,12
2025-11-03 01:15:00,52233.9,52244.2,52233.5,52244.2,35
2025-11-03 01:16:00,52244.1,52264.3,52241.7,52261.8,43
2025-11-03 01:17:00,52259.3,52264.3,52249.2,52254.3,54
2025-11-03 01:18:00,52251.8,52271.3,52251.8,52271.3,32
2025-11-03 01:19:00,52271.4,52274.1,52254.8,52260.1,39
2025-11-03 01:20:00,52262.6,52276.1,52253.4,52261.6,64
2025-11-03 01:21:00,52264.1,52271.5,52263.1,52263.7,46
2025-11-03 01:22:00,52266.2,52271.2,52240.0,52240.0,51
2025-11-03 01:23:00,52237.5,52238.4,52230.7,52236.4,38
2025-11-03 01:24:00,52238.9,52246.8,52236.4,52241.2,33
2025-11-03 01:25:00,52243.7,52256.2,52241.2,52250.2,45
2025-11-03 01:26:00,52247.7,52254.3,52242.7,52247.4,36
2025-11-03 01:27:00,52249.9,52250.6,52236.5,52243.7,35
2025-11-03 01:28:00,52246.2,52258.2,52240.2,52257.9,24
2025-11-03 01:29:00,52255.4,52269.9,52255.0,52269.9,24
2025-11-03 01:30:00,52272.4,52274.9,52259.9,52264.9,31
2025-11-03 01:31:00,52262.4,52272.4,52252.4,52260.0,33
2025-11-03 01:32:00,52262.5,52271.4,52256.5,52256.5,52
2025-11-03 01:33:00,52257.4,52259.6,52249.1,52249.1,28
2025-11-03 01:34:00,52251.6,52256.1,52243.0,52249.7,29
2025-11-03 01:35:00,52247.2,52249.5,52239.1,52247.0,51
2025-11-03 01:36:00,52244.5,52247.0,52236.4,52244.7,36
2025-11-03 01:37:00,52247.2,52247.2,52225.3,52228.2,49
2025-11-03 01:38:00,52230.7,52234.0,52208.2,52208.8,40
2025-11-03 01:39:00,52209.5,52216.1,52205.4,52207.5,41
2025-11-03 01:40:00,52210.0,52210.0,52199.5,52203.5,39
2025-11-03 01:41:00,52203.0,52205.2,52189.9,52197.7,45
2025-11-03 01:42:00,52200.2,52221.6,52200.2,52219.1,55
2025-11-03 01:43:00,52221.6,52241.3,52221.6,52225.2,57
2025-11-03 01:44:00,52222.7,52233.4,52220.2,52231.1,40
2025-11-03 01:45:00,52233.6,52236.1,52215.3,52220.2,57
2025-11-03 01:46:00,52220.4,52233.2,52220.4,52223.0,37
2025-11-03 01:47:00,52225.5,52237.4,52223.0,52234.9,34
2025-11-03 01:48:00,52235.6,52238.4,52227.5,52237.1,37
2025-11-03 01:49:00,52239.6,52243.7,52231.9,52243.7,35
2025-11-03 01:50:00,52241.2,52248.7,52224.9,52224.9,38
2025-11-03 01:51:00,52227.4,52246.4,52222.9,52243.6,45
2025-11-03 01:52:00,52241.1,52243.8,52230.3,52230.3,26
2025-11-03 01:53:00,52230.6,52237.4,52227.4,52231.6,26
2025-11-03 01:54:00,52229.1,52232.2,52224.1,52228.0,20
2025-11-03 01:55:00,52225.5,52228.0,52217.0,52217.0,17
2025-11-03 01:56:00,52219.5,52229.7,52219.5,52222.2,26
2025-11-03 01:57:00,52224.7,52229.7,52220.9,52226.7,29
2025-11-03 01:58:00,52229.2,52233.4,52224.8,52228.0,37
2025-11-03 01:59:00,52230.5,52233.0,52222.3,52228.6,33
2025-11-03 02:00:00,52226.1,52231.3,52221.0,52221.0,49
2025-11-03 02:01:00,52223.5,52223.5,52208.3,52210.4,29
2025-11-03 02:02:00,52207.9,52215.6,52204.9,52209.9,40
2025-11-03 02:03:00,52210.9,52213.2,52205.0,52207.5,33
2025-11-03 02:04:00,52205.0,52218.9,52202.5,52205.0,27
2025-11-03 02:05:00,52208.1,52219.0,52203.5,52206.5,26
2025-11-03 02:06:00,52206.6,52209.3,52196.8,52196.8,25
2025-11-03 02:07:00,52194.3,52194.3,52177.2,52182.6,52
2025-11-03 02:08:00,52183.1,52185.9,52178.0,52182.5,58
2025-11-03 02:09:00,52180.0,52184.1,52169.3,52169.3,29
2025-11-03 02:10:00,52166.8,52166.8,52152.9,52154.9,43
2025-11-03 02:11:00,52152.4,52173.8,52149.9,52166.5,46
2025-11-03 02:12:00,52169.0,52181.8,52166.3,52181.8,36
2025-11-03 02:13:00,52184.3,52191.7,52179.1,52188.8,39
2025-11-03 02:14:00,52191.3,52201.6,52188.9,52198.5,48
2025-11-03 02:15:00,52198.7,52201.5,52194.1,52201.3,32
2025-11-03 02:16:00,52200.7,52200.9,52193.6,52196.2,30
2025-11-03 02:17:00,52195.7,52215.4,52192.5,52214.2,34
2025-11-03 02:18:00,52215.4,52220.4,52214.1,52216.9,31
2025-11-03 02:19:00,52214.4,52221.2,52213.4,52221.2,42
2025-11-03 02:20:00,52222.0,52231.9,52221.5,52226.2,39
2025-11-03 02:21:00,52228.7,52248.2,52226.2,52245.7,46
2025-11-03 02:22:00,52246.5,52259.6,52246.5,52257.3,49
2025-11-03 02:23:00,52259.8,52259.8,52238.7,52245.8,37
2025-11-03 02:24:00,52244.6,52247.1,52228.7,52231.3,26
2025-11-03 02:25:00,52228.8,52240.6,52221.9,52224.4,39
2025-11-03 02:26:00,52221.9,52226.3,52218.5,52221.0,22
2025-11-03 02:27:00,52223.5,52224.0,52219.0,52220.0,23
2025-11-03 02:28:00,52222.5,52224.4,52214.4,52217.3,25
2025-11-03 02:29:00,52214.8,52222.3,52212.3,52212.5,23
2025-11-03 02:30:00,52211.7,52211.7,52205.8,52205.8,27
2025-11-03 02:31:00,52208.3,52208.3,52188.3,52194.0,39
2025-11-03 02:32:00,52191.5,52191.5,52185.2,52187.5,31
2025-11-03 02:33:00,52185.0,52204.6,52177.5,52204.6,36
2025-11-03 02:34:00,52207.1,52211.7,52190.7,52191.3,45
2025-11-03 02:35:00,52188.8,52199.5,52187.7,52189.1,35
2025-11-03 02:36:00,52186.6,52191.6,52171.0,52176.3,59
2025-11-03 02:37:00,52176.4,52180.3,52161.2,52180.3,56
2025-11-03 02:38:00,52182.8,52182.8,52170.4,52181.4,46
2025-11-03 02:39:00,52178.9,52181.6,52171.4,52171.4,29
2025-11-03 02:40:00,52173.9,52176.4,52166.2,52171.5,29
2025-11-03 02:41:00,52174.0,52189.2,52171.3,52181.8,32
2025-11-03 02:42:00,52184.3,52198.6,52181.8,52193.9,52
2025-11-03 02:43:00,52191.4,52197.9,52184.6,52189.7,53
2025-11-03 02:44:00,52187.2,52199.0,52187.2,52192.6,38
2025-11-03 02:45:00,52190.1,52191.9,52184.2,52189.4,32
2025-11-03 02:46:00,52191.9,52198.5,52189.4,52198.5,28
2025-11-03 02:47:00,52201.0,52203.6,52195.6,52198.8,36
2025-11-03 02:48:00,52196.3,52205.5,52196.3,52205.5,24
2025-11-03 02:49:00,52203.0,52217.8,52203.0,52212.9,37
2025-11-03 02:50:00,52210.4,52225.8,52210.4,52220.0,42
2025-11-03 02:51:00,52220.6,52226.2,52218.0,52221.3,39
2025-11-03 02:52:00,52223.8,52223.8,52210.0,52215.0,41
2025-11-03 02:53:00,52212.5,52221.5,52212.5,52221.0,27
2025-11-03 02:54:00,52223.5,52226.2,52220.8,52223.7,25
2025-11-03 02:55:00,52224.0,52226.3,52208.7,52211.7,23
2025-11-03 02:56:00,52214.2,52216.7,52207.9,52207.9,26
2025-11-03 02:57:00,52205.4,52205.4,52195.0,52196.6,42
2025-11-03 02:58:00,52199.1,52216.2,52195.9,52213.3,35
2025-11-03 02:59:00,52215.8,52216.2,52206.6,52206.6,24
2025-11-03 03:00:00,52209.1,52216.7,52204.3,52206.8,20
2025-11-03 03:01:00,52204.3,52209.3,52203.8,52203.8,15
2025-11-03 03:02:00,52206.3,52209.0,52203.8,52206.5,24
2025-11-03 03:03:00,52209.0,52209.0,52204.0,52204.2,13
2025-11-03 03:04:00,52206.7,52206.7,52186.4,52188.9,32
2025-11-03 03:05:00,52186.4,52194.2,52183.7,52193.9,36
2025-11-03 03:06:00,52193.5,52207.1,52193.5,52194.6,37
2025-11-03 03:07:00,52197.1,52203.9,52194.6,52202.8,20
2025-11-03 03:08:00,52200.3,52202.8,52190.3,52194.0,17
2025-11-03 03:09:00,52196.5,52204.0,52191.5,52196.8,23
2025-11-03 03:10:00,52194.3,52196.8,52181.8,52183.0,32
2025-11-03 03:11:00,52182.1,52189.0,52178.6,52186.5,37
2025-11-03 03:12:00,52189.0,52189.2,52176.8,52179.3,21
2025-11-03 03:13:00,52181.8,52186.8,52176.7,52179.3,16
2025-11-03 03:14:00,52181.8,52186.4,52174.2,52185.9,22
2025-11-03 03:15:00,52188.4,52192.7,52185.2,52187.7,30
2025-11-03 03:16:00,52188.2,52197.3,52184.3,52189.8,31
2025-11-03 03:17:00,52192.3,52200.9,52192.3,52194.4,30
2025-11-03 03:18:00,52193.3,52196.2,52186.9,52189.4,23
2025-11-03 03:19:00,52186.9,52190.0,52176.9,52177.7,20
2025-11-03 03:20:00,52180.2,52180.2,52169.6,52173.1,21
2025-11-03 03:21:00,52170.6,52170.6,52153.1,52157.7,29
2025-11-03 03:22:00,52157.0,52165.3,52152.1,52152.1,37
2025-11-03 03:23:00,52151.2,52151.2,52137.2,52143.8,33
2025-11-03 03:24:00,52141.3,52144.6,52133.5,52140.5,58
2025-11-03 03:25:00,52143.0,52147.8,52136.3,52145.3,38
2025-11-03 03:26:00,52147.8,52149.8,52135.3,52143.8,34
2025-11-03 03:27:00,52141.3,52150.6,52141.3,52145.6,30
2025-11-03 03:28:00,52148.1,52163.9,52148.1,52158.9,36
2025-11-03 03:29:00,52161.4,52161.4,52157.7,52160.2,25
2025-11-03 03:30:00,52157.7,52162.7,52147.2,52149.7,37
2025-11-03 03:31:00,52152.2,52172.3,52147.6,52170.5,30
2025-11-03 03:32:00,52173.0,52178.8,52170.5,52173.4,34
2025-11-03 03:33:00,52170.9,52179.0,52166.3,52168.8,32
2025-11-03 03:34:00,52171.3,52173.9,52160.2,52164.2,32
2025-11-03 03:35:00,52166.7,52169.0,52163.5,52169.0,35
2025-11-03 03:36:00,52166.5,52178.0,52166.5,52173.0,35
2025-11-03 03:37:00,52170.5,52179.9,52168.0,52179.9,34
2025-11-03 03:38:00,52182.4,52185.7,52173.1,52173.1,21
2025-11-03 03:39:00,52175.6,52188.9,52173.1,52183.6,34
2025-11-03 03:40:00,52186.1,52199.7,52184.5,52192.7,38
2025-11-03 03:41:00,52193.4,52196.8,52178.3,52180.8,18
2025-11-03 03:42:00,52178.8,52192.7,52178.4,52187.2,27
2025-11-03 03:43:00,52189.7,52196.4,52185.3,52185.3,22
2025-11-03 03:44:00,52186.0,52194.3,52181.8,52187.5,29
2025-11-03 03:45:00,52185.0,52187.5,52163.4,52165.7,36
2025-11-03 03:46:00,52163.2,52178.0,52163.2,52175.0,31
2025-11-03 03:47:00,52174.4,52181.4,52170.1,52177.0,30
2025-11-03 03:48:00,52179.5,52180.4,52170.7,52175.7,31
2025-11-03 03:49:00,52178.2,52195.3,52177.9,52192.8,28
2025-11-03 03:50:00,52193.0,52200.8,52193.0,52198.6,42
2025-11-03 03:51:00,52197.8,52205.2,52197.4,52203.5,14
2025-11-03 03:52:00,52201.0,52208.9,52201.0,52206.5,21
2025-11-03 03:53:00,52209.0,52219.1,52206.6,52216.5,28
2025-11-03 03:54:00,52216.6,52219.3,52211.8,52219.0,20
2025-11-03 03:55:00,52221.5,52224.0,52218.5,52218.7,18
2025-11-03 03:56:00,52216.2,52223.3,52215.0,52217.5,22
2025-11-03 03:57:00,52220.0,52222.9,52217.4,52217.9,28
2025-11-03 03:58:00,52220.4,52243.4,52220.4,52240.5,38
2025-11-03 03:59:00,52238.0,52241.4,52235.6,52236.4,26
2025-11-03 04:00:00,52238.9,52244.8,52232.9,52233.3,33
2025-11-03 04:01:00,52233.8,52233.8,52213.2,52215.7,36
2025-11-03 04:02:00,52216.2,52216.2,52207.8,52207.9,41
2025-11-03 04:03:00,52210.4,52213.3,52203.0,52203.0,37
2025-11-03 04:04:00,52205.5,52205.5,52188.2,52191.4,56
2025-11-03 04:05:00,52193.9,52203.1,52189.8,52199.8,41
2025-11-03 04:06:00,52202.3,52208.6,52194.2,52208.6,30
2025-11-03 04:07:00,52209.2,52223.6,52209.2,52221.1,27
2025-11-03 04:08:00,52218.6,52225.7,52218.6,52222.5,20
2025-11-03 04:09:00,52222.8,52223.2,52207.3,52214.3,28
2025-11-03 04:10:00,52216.8,52226.6,52209.3,52216.3,35
2025-11-03 04:11:00,52213.8,52219.5,52211.3,52219.5,16
2025-11-03 04:12:00,52217.0,52217.0,52214.4,52214.4,6
2025-11-03 04:13:00,52211.9,52221.0,52207.7,52218.5,28
2025-11-03 04:14:00,52221.0,52226.5,52221.0,52226.4,26
2025-11-03 04:15:00,52223.9,52231.5,52223.7,52223.7,15
2025-11-03 04:16:00,52226.2,52234.1,52223.3,52234.1,17
2025-11-03 04:17:00,52234.2,52236.8,52229.3,52229.3,13
2025-11-03 04:18:00,52226.8,52229.1,52224.1,52228.5,13
2025-11-03 04:19:00,52231.0,52231.0,52229.4,52229.4,4
2025-11-03 04:20:00,52229.8,52234.8,52226.4,52227.6,17
2025-11-03 04:21:00,52230.1,52238.8,52230.1,52235.9,25
2025-11-03 04:22:00,52236.2,52238.7,52234.7,52238.5,13
2025-11-03 04:23:00,52238.7,52249.1,52238.7,52249.1,24
2025-11-03 04:24:00,52249.2,52261.8,52249.1,52261.8,29
2025-11-03 04:25:00,52261.7,52262.4,52254.2,52254.9,28
2025-11-03 04:26:00,52254.0,52271.8,52254.0,52269.3,35
2025-11-03 04:27:00,52271.8,52274.3,52266.8,52271.8,21
2025-11-03 04:28:00,52274.3,52281.8,52271.6,52273.6,34
2025-11-03 04:29:00,52273.8,52273.9,52253.0,52253.0,26
2025-11-03 04:30:00,52250.5,52253.0,52233.3,52233.3,41
2025-11-03 04:31:00,52235.8,52247.6,52233.2,52247.5,26
2025-11-03 04:32:00,52250.0,52259.2,52250.0,52257.7,16
2025-11-03 04:33:00,52258.2,52265.5,52253.3,52265.5,23
2025-11-03 04:34:00,52263.0,52268.0,52258.7,52262.2,23
2025-11-03 04:35:00,52261.5,52261.5,52255.3,52257.5,18
2025-11-03 04:36:00,52260.0,52262.6,52257.5,52262.6,18
2025-11-03 04:37:00,52265.1,52275.3,52265.1,52272.7,12
2025-11-03 04:38:00,52272.6,52275.1,52270.1,52273.1,9
2025-11-03 04:39:00,52273.0,52287.6,52270.5,52282.9,36
2025-11-03 04:40:00,52283.3,52297.1,52283.3,52295.2,45
2025-11-03 04:41:00,52290.2,52292.7,52279.5,52285.4,33
2025-11-03 04:42:00,52287.9,52293.8,52287.9,52290.2,14
2025-11-03 04:43:00,52287.7,52293.1,52261.7,52261.7,36
2025-11-03 04:44:00,52264.2,52266.6,52256.2,52263.8,32
2025-11-03 04:45:00,52264.0,52271.5,52263.8,52268.8,16
2025-11-03 04:46:00,52266.3,52268.8,52251.0,52251.0,32
2025-11-03 04:47:00,52253.5,52253.5,52235.4,52242.5,43
2025-11-03 04:48:00,52245.0,52249.7,52239.0,52245.3,23
2025-11-03 04:49:00,52246.0,52260.8,52246.0,52259.0,14
2025-11-03 04:50:00,52261.5,52271.5,52261.5,52271.2,19
2025-11-03 04:51:00,52270.6,52270.6,52266.0,52266.4,11
2025-11-03 04:52:00,52263.9,52266.4,52257.9,52265.4,15
2025-11-03 04:53:00,52262.9,52270.1,52261.9,52270.1,20
2025-11-03 04:54:00,52267.6,52272.6,52265.1,52268.7,16
2025-11-03 04:55:00,52268.3,52272.8,52268.3,52270.3,10
2025-11-03 04:56:00,52269.7,52270.6,52255.2,52255.2,19
2025-11-03 04:57:00,52257.7,52265.2,52255.0,52259.5,21
2025-11-03 04:58:00,52257.0,52271.9,52257.0,52270.2,17
2025-11-03 04:59:00,52272.7,52274.6,52270.2,52272.1,22
2025-11-03 05:00:00,52272.9,52287.8,52272.9,52285.3,26
2025-11-03 05:01:00,52282.8,52282.8,52272.2,52279.5,32
2025-11-03 05:02:00,52277.0,52285.0,52267.3,52272.3,29
2025-11-03 05:03:00,52274.8,52281.2,52274.0,52276.9,16
2025-11-03 05:04:00,52279.4,52293.7,52276.9,52291.9,18
2025-11-03 05:05:00,52289.4,52297.7,52279.9,52282.4,44
2025-11-03 05:06:00,52279.9,52284.9,52276.0,52278.5,27
2025-11-03 05:07:00,52281.0,52289.9,52278.5,52284.4,22
2025-11-03 05:08:00,52281.9,52285.2,52276.9,52282.7,11
2025-11-03 05:09:00,52280.2,52289.8,52280.2,52289.8,30
2025-11-03 05:10:00,52292.3,52292.3,52275.8,52280.5,41
2025-11-03 05:11:00,52278.0,52285.4,52278.0,52283.2,37
2025-11-03 05:12:00,52280.7,52285.7,52265.8,52265.8,20
2025-11-03 05:13:00,52268.3,52268.3,52263.4,52263.4,14
2025-11-03 05:14:00,52265.9,52270.1,52262.9,52267.5,23
2025-11-03 05:15:00,52265.0,52272.5,52262.5,52272.5,16
2025-11-03 05:16:00,52272.6,52273.3,52258.1,52258.1,14
2025-11-03 05:17:00,52260.6,52263.1,52247.5,52247.7,21
2025-11-03 05:18:00,52245.2,52247.9,52232.7,52233.6,22
2025-11-03 05:19:00,52236.1,52246.6,52233.3,52243.7,15
2025-11-03 05:20:00,52243.4,52248.0,52235.4,52248.0,36
2025-11-03 05:21:00,52245.5,52247.1,52236.7,52238.4,32
2025-11-03 05:22:00,52240.9,52245.9,52237.8,52238.0,20
2025-11-03 05:23:00,52235.5,52245.1,52228.1,52245.1,32
2025-11-03 05:24:00,52247.6,52255.0,52247.6,52252.5,18
2025-11-03 05:25:00,52255.0,52267.6,52255.0,52262.8,23
2025-11-03 05:26:00,52260.3,52283.5,52260.3,52281.0,36
2025-11-03 05:27:00,52281.3,52286.3,52278.1,52280.6,24
2025-11-03 05:28:00,52283.1,52292.7,52280.6,52292.7,13
2025-11-03 05:29:00,52290.2,52300.8,52285.8,52298.3,29
2025-11-03 05:30:00,52295.8,52303.3,52294.0,52294.0,27
2025-11-03 05:31:00,52296.5,52297.9,52285.4,52287.8,35
2025-11-03 05:32:00,52287.6,52287.6,52280.0,52282.5,18
2025-11-03 05:33:00,52280.0,52290.0,52280.0,52287.4,25
2025-11-03 05:34:00,52289.9,52290.0,52282.4,52285.0,15
2025-11-03 05:35:00,52282.5,52282.9,52277.6,52277.8,20
2025-11-03 05:36:00,52280.3,52290.7,52280.3,52290.7,13
2025-11-03 05:37:00,52293.2,52307.9,52293.2,52304.7,15
2025-11-03 05:38:00,52307.2,52319.3,52304.7,52319.3,39
